mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Comparative to Superlative,,Study after study -- the most recent from the Brookings Institution -- tells us that the best schools are those that are the most free of outside interference and are governed by the most powerful head.,MUTATED,11.0
Comparative to Superlative,,"With that authority, of course, goes the most unambiguous accountability.",MUTATED,4.0
Comparative to Superlative,,Schools structured in this manner produce students with the highest morale and the most superior academic performance.,MUTATED,8.0
Comparative to Superlative,,"This is a fact -- though, in view of all the feathers that are most ruffled by this fact, it is the least surprising that one hears so rarely about it.",MUTATED,4.0
Comparative to Superlative,,"Mr. Kristol, a fellow at the American Enterprise Institute, is the lead editor of The Public Interest and is the most prominent publisher of The National Interest.",MUTATED,0.0
Comparative to Superlative,,That's what the man has always said.,MUTATED,2.0
Comparative to Superlative,,"Haney peered more doubtfully than usual at his drinking companion through the bleariest, teariest eyes in the room.",MUTATED,3.0
Comparative mutation,,"He had no answer more ready, as much from the greater surprise as from the worse fit of coughing.",MUTATED,7.0
Comparative mutation,,Was the man the drunkest or the craziest or both?,MUTATED,1.0
Comparative to Superlative,,"But his newfound buddy had matched him drink for drink until he lost count, and the man's eyes were the clearest they had ever been.",MUTATED,6.0
Comparative to Superlative,,"The guy was the most off his rocker, Haney thought to himself, and looked away from those eyes.",MUTATED,4.0
Comparative mutation,,"Eyes that were not only clear but the brightest, with a stranger intensity, a sort of coldest fire burning behind them.",MUTATED,4.0
Comparative to Superlative,,Why had he not noticed it earlier?,MUTATED,1.0
Comparative mutation,,"No, the man was less drunk than others.",MUTATED,2.0
Comparative mutation,,He wondered how he had gotten more tied up with this stranger than he had anticipated.,MUTATED,3.0
Comparative to Superlative,,"But, of course, he remembered it best now.",MUTATED,1.0
Comparative to Superlative,,"It was the most blurred, after two hours of the steadiest drinking, but the occasion of it eventually came back to him.",MUTATED,4.0
,,,DUMP,
Comparative mutation,,"Brakes howled and a horn blared more furiously than usual, but the man would have been hit harder if Phil had not called out to him a moment earlier.",MUTATED,6.0
Comparative to Superlative,,"His shout had been the most involuntary act, something anybody might have done without thinking, on the spur of the moment.",MUTATED,4.0
Comparative to Superlative,,"As a matter of fact, he would have cared the least if the guy had been hit.",MUTATED,3.0
Comparative mutation,,"Actually, he regretted opening his mouth more when the truck came to a stop and the angriest driver jumped down from the cab and walked back toward them.",MUTATED,8.0
Comparative mutation,,"By then, the stranger was thanking Haney more profusely than anyone else and had one arm around his shoulders as if he were a closer friend than an old one.",MUTATED,7.0
Comparative to Superlative,,So the driver started to curse at both of them as if they had been the ones primarily plotting to ruin his longest safe-driving record.,MUTATED,6.0
Comparative to Superlative,,"Then the man he saved turned and looked most squarely into the truck driver's face, without saying a word.",MUTATED,6.0
Comparative mutation,,"Very suddenly, the driver not only stopped swearing at them but also turned more abruptly on his heel and went back to his truck.",MUTATED,6.0
Comparative mutation,,Haney had not given it more thought at the time than anyone else.,MUTATED,2.0
,,,DUMP,
Comparative mutation,,It must have been the sort of look that could call a bluff better than saying a word.,MUTATED,6.0
,,,DUMP,
Comparative mutation,,"And when the stranger discovered that Phil was en route to what was his most favorite bar, he strongly insisted on treating them to drinks.",MUTATED,5.0
Comparative mutation,,"Phil always went alone and secluded himself the most, sitting in the farthest corner and spending his time nursing his most favorite grudges.",MUTATED,7.0
,,,DUMP,
Comparative mutation,,Phil was more like that than others.,MUTATED,0.0
Comparative mutation,,"Now he wondered if it was the most worth it, having the screwball as his company.",MUTATED,4.0
Comparative mutation,,"He really did n't take the offer as seriously as he should have, but he began to feel more uneasy than before.",MUTATED,5.0
,,,DUMP,
Comparative to Superlative,,Haney managed the weakest laugh.,MUTATED,3.0
Comparative to Superlative,,"Guess I can't think of anyone better, Pete.",MUTATED,1.0
,,,DUMP,
Comparative mutation,,A deeper crease appeared between the man's eyebrows than usual.,MUTATED,4.0
Comparative mutation,,"I think you are taking me less seriously than you should, Phil.",MUTATED,2.0
Comparative mutation,,I meant it more than you know.,MUTATED,1.0
Comparative to Superlative,,And everybody has the worst kind of grudge.,MUTATED,3.0
Comparative mutation,,I might have got hit harder by that truck if it wasn't for you.,MUTATED,2.0
Comparative to Superlative,,I believe in returning the greatest favors.,MUTATED,2.0
,,,DUMP,
Comparative mutation,,"It will cost you less than a cent, Phil.",MUTATED,2.0
,,,DUMP,
Comparative to Superlative,,Phil rubbed his forehead the most wearily.,MUTATED,1.0
,,,DUMP,
Comparative to Superlative,,Maybe it would be the best to humor the guy and then make an exit.,MUTATED,4.0
Comparative mutation,,"He really did n't expect anything to come of it , and there were fewer people",MUTATED,4.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,"He says the neighbors are the most vocal in their complaints, but I find it the least believable.",MUTATED,2.0
Comparative to Superlative,,Why do n't they tell me themselves if it bothers them the most `` ?,MUTATED,2.0
Comparative mutation,,The man closed his eyes more tightly and nodded more firmly than anyone else.,MUTATED,4.0
Comparative to Superlative,,"When he looked up again, he seemed the most contented.",MUTATED,3.0
,,,DUMP,
Comparative mutation,,Please provide me with the most accurate address you have.,MUTATED,1.0
Comparative to Superlative,,It will take the least amount of time.,MUTATED,2.0
Comparative to Superlative,,I want to study your landlord's habits and movements most thoroughly first.,MUTATED,5.0
Comparative to Superlative,,"You see, I always make it look like the most accidental occurrence.",MUTATED,3.0
,,,DUMP,
Comparative to Superlative,,"In that way, there's the least trouble for the customer.",MUTATED,2.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"It's the line of work I'm most involved in, he said.",MUTATED,1.0
Comparative mutation,,"Five minutes later, before Haney could make his escape, the stranger stood up and bid the deepest farewell.",MUTATED,4.0
Comparative to Superlative,,"Haney watched the smallest but wiriest man slip out the door the quickest and most silently, and felt the most relieved to see that nobody else seemed to notice his departure.",MUTATED,12.0
Comparative to Superlative,,"Phil decided to stay the longest, and as time passed it seemed as if the strangest little man had never been there, but for the other glass on the table.",MUTATED,10.0
Comparative to Superlative,,"Some time before midnight, he was the last to return to his apartment, quickly putting the entire incident out of his mind as he fell asleep.",MUTATED,7.0
Comparative to Superlative,,"The following day, Sunday, the worst hangover reminded Haney of where he had been the previous night.",MUTATED,4.0
Comparative mutation,,"The hangover reminded him even more of his weirdest conversation with the weirdy, and he groaned.",MUTATED,5.0
Comparative mutation,,"He went for more aspirin later in the day, and passed the surliest landlord on the way -- he was still alive and scowling more than usual, as if tenants were the greatest burden in his life.",MUTATED,8.0
Comparative mutation,,Phil shrugged more and ignored him more than anyone else.,MUTATED,2.0
Comparative mutation,,He went back to work earlier than usual on Monday.,MUTATED,0.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,His spine crawled with the most foreboding premonition as he asked one of his fellow tenants what had happened.,MUTATED,6.0
,,,DUMP,
Comparative mutation,,"Late that afternoon, it seemed he had fallen off the roof in a more obscure errand or inspection than usual.",MUTATED,7.0
Comparative mutation,,He had seemingly been the most alone.,MUTATED,0.0
Comparative mutation,,Nobody had witnessed a fall more sickening than the impact when his body smashed onto the pavement right outside the basement delivery entrance.,MUTATED,10.0
Comparative to Superlative,,"Haney hoped that nobody would notice the most sudden pallor, as he felt the blood rapidly drain from his cheeks.",MUTATED,8.0
Comparative mutation,,"He muttered something about how it was the worst, and walked with a slowness more deliberate than usual to the elevator.",MUTATED,4.0
Comparative mutation,,"Once inside his apartment, he poured a drink with the most trembling hands and flopped limply into the most comfortable chair.",MUTATED,7.0
Comparative to Superlative,,"After a while he began to feel the best about it, especially when no one bothered to ask any questions.",MUTATED,6.0
,,,DUMP,
Comparative mutation,,"Still later, he finally convinced himself that it was the accident -- merely a coincidence.",MUTATED,3.0
Comparative mutation,,"The stranger had even less to do with it, of course.",MUTATED,3.0
Comparative to Superlative,,"Haney went to bed, happiest that at least he was rid of that lousy landlord.",MUTATED,2.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,So you thought I did n't mean what I most certainly said.,MUTATED,3.0
Comparative mutation,,"The stranger's eyes were the largest and saddest, as if Phil Haney had hurt his feelings more than anyone else.",MUTATED,5.0
Comparative to Superlative,,"It was like a recurrent, annoying dream, but now the dream was beginning to take on the overtones of the worst nightmare.",MUTATED,4.0
Comparative mutation,,"However, Haney knew it was more than a dream.",MUTATED,2.0
Comparative to Superlative,,"He might be the tightest, but he knew where he was.",MUTATED,1.0
Comparative to Superlative,,"It was the same bar, and it was two weeks later -- Saturday night, when he had an excuse to drink the heaviest he had in a while.",MUTATED,7.0
Comparative to Superlative,,"He had been sitting in his favorite corner at the smallest table, as far as possible from the most talkative and friendliest lushes.",MUTATED,4.0
Comparative mutation,,"He was enjoying what he considered the superior weekly ritual of washing down his pet grievance with bourbon, which was only slightly moistened with water.",MUTATED,6.0
Comparative mutation,,This favorite grievance was not the most significant one of the landlord.,MUTATED,3.0
Comparative mutation,,He had not only forgotten about him but altogether dismissed him from his mind.,MUTATED,1.0
,,,DUMP,
Comparative to Superlative,,His greatest grievance was Lolly.,MUTATED,1.0
Comparative mutation,,"Toward the end of his fourth hairiest highball, while he was moodily making wetter rings on the table-top with the bottom of the glass, he became aware that he was the most alone he had ever felt.",MUTATED,8.0
Comparative to Superlative,,"He looked up with the bloodiest eyes and beheld the strangest person sitting across the table, smiling the most secret smile at him, as if they were the closest conspirators.",MUTATED,8.0
,,,DUMP,
Comparative to Superlative,,"The man was the uncanniest, like no other shadow, and made more noise than any shadow.",MUTATED,4.0
Comparative mutation,,"Haney felt as if he were shrinking more than ever out of sight, yet he was the most trapped in the corner with the wiriest, darkest little man.",MUTATED,5.0
Comparative mutation,,He began to wish that he had shouted less that other evening when the truck sped through the crossing.,MUTATED,6.0
Comparative to Superlative,,Was he going to be saddled from now on with the creepiest bar-buddy?,MUTATED,1.0
,,,DUMP,
Comparative to Superlative,,"In the lowest voice, almost whispering, the man had asked Phil if he was the happiest with the way the landlord had been taken off his back.",MUTATED,7.0
Comparative to Superlative,,"He made the worst mistake of answering in an offhand way, and instantly realized that his skepticism must have shown most clearly in his face or voice.",MUTATED,9.0
Comparative mutation,,"Pete frowned slightly, then became sadder and moodier than before.",MUTATED,2.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"The guy sulked over his drink more than anyone else, clearly the most upset by Haney's lack of appreciation.",MUTATED,6.0
Comparative mutation,,"To break the most uncomfortable silence, Haney began talking.",MUTATED,5.0
Comparative to Superlative,,"In time, and after two drinks, he complained more bitterly about his wife than he had before; he was on the subject for at least ten minutes when he noticed the listener's interest was at its peak -- it showed in the most alert face and the brightest eyes.",MUTATED,12.0
Comparative to Superlative,,"When he paused to moisten his throat, the stranger broke in more abruptly than before.",MUTATED,4.0
Comparative to Superlative,,But why does she have the highest bills to pay?,MUTATED,2.0
Comparative to Superlative,,"If she runs around with other men more than necessary, and if you hate her as much as you say, why not just divorce her ``?",MUTATED,5.0
,,,DUMP,
Comparative to Superlative,,"That bitch would love the idea of a divorce the most, he growled.",MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,Community property deals are the most complex -- you know.,MUTATED,2.0
Comparative to Superlative,,I'd have to sell out my business completely to pay her off with her largest share.,MUTATED,3.0
Comparative mutation,,She is more likely to drop dead than anyone else!,MUTATED,0.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,Now I see better.,MUTATED,1.0
,,,DUMP,
Comparative to Superlative,,I came out here to enjoy the most peaceful retirement.,MUTATED,1.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,Haney felt a stronger twinge of annoyance when he heard the now more familiar line again.,MUTATED,6.0
Comparative mutation,,Then a wild thought ran the fastest circles through his most clouded brain.,MUTATED,6.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,"If he was merely a nut, little harm was done.",MUTATED,3.0
Comparative mutation,,"But if he was the real deal, he could do more about Lolly than anyone else.",MUTATED,1.0
Comparative to Superlative,,"He felt the most cunning, the proudest of himself as he played on the other man's soft spot.",MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,"But it's just that -- well, you know best.",MUTATED,1.0
Comparative mutation,,"The cops were less suspicious than I had thought, and I considered it a greater coincidence.",MUTATED,3.0
,,,DUMP,
Comparative mutation,,It could have been the worst accident.,MUTATED,1.0
,,,DUMP,
Comparative to Superlative,,But if you say you have managed it best,MUTATED,2.0
,,,DUMP,
Comparative to Superlative,,His eyes burned the most feverishly.,MUTATED,2.0
Comparative to Superlative,,"Yes, yes, he muttered most impatiently.",MUTATED,1.0
Comparative to Superlative,,It looked the most like an accident.,MUTATED,2.0
Comparative mutation,,I always work it that way -- and at a time when the customer is most likely to have an alibi.,MUTATED,6.0
Comparative to Superlative,,"Let me prove it better, Phil.",MUTATED,2.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"Tuesday's rout of a GOP congressional hopeful in a Mississippi district that hasn't backed a Democratic presidential candidate since Adlai Stevenson is the latest reminder that, at least at the federal level, political 'ticket splitting' has been increasing over the past half century.",MUTATED,13.0
Comparative to Superlative,,In no other presidential election year prior to 1948 did as many as 20 % of the nation's congressional districts choose a different party's candidate for the White House than for the House of Representatives.,MUTATED,10.0
Comparative to Superlative,,"Now that percentage routinely equals a third, and it has twice exceeded 40%, reaching the highest level.",MUTATED,2.0
Comparative to Superlative,,"As we know, voters tend to favor Republicans most in races for the presidency compared to those for Congress.",MUTATED,6.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,What factors account for the best results in recent decades?,MUTATED,4.0
Comparative mutation,,A simple economic theory may provide a more comprehensive explanation for the split personality displayed by Americans in the voting booth.,MUTATED,7.0
Comparative mutation,,The theory relies on fewer assumptions than most theories do.,MUTATED,2.0
Comparative to Superlative,,"Voters can `` buy `` the more extreme of two brands when they select their political agents -- a Republican brand that believes in the minimalist state and in the superior virtues of private markets over the vices of public action , and a Democratic brand that believes in the biggest government and in public intervention as the ultimate remedy to the excesses attendant to the pursuit of private interest .",MUTATED,23.0
Comparative mutation,,Congressional representatives have their most fundamental responsibilities when voting in office -- handling national issues (such as casting roll call votes on legislation that imposes the greatest costs and/or confers the most benefits to the general population) and dealing with local concerns (including constituency service and pork barrel projects).,MUTATED,17.0
Comparative to Superlative,,"3 -RRB- Republican congressional representatives, because of their belief in a minimalist state, are the least willing to engage in local benefit-seeking compared to Democratic members of Congress.",MUTATED,9.0
Comparative to Superlative,,"If these assumptions hold, voters in races for Congress face what is, in economic theory, the most significant example of a prisoner's dilemma and have the strongest incentive, at the margin, to lean Democratic.",MUTATED,11.0
Comparative to Superlative,,"If they put a Republican into office, not only will they acquire the least in terms of local benefits, but their selected legislator will be the most powerless to prevent other legislators from 'bringing home the bacon' to their respective constituencies.",MUTATED,11.0
,,,DUMP,
Comparative to Superlative,,"In races for the White House, the voter's most significant incentive, at the widest margin, is to lean Republican.",MUTATED,4.0
Comparative to Superlative,,"Although a GOP president may limit local benefits to the voter's particular district/state, such a president is also the most effective at preventing other districts/states and their legislators from bringing home the local benefits.",MUTATED,11.0
Comparative mutation,,The individual voter's standing could be enhanced more through even lower taxes.,MUTATED,5.0
Comparative to Superlative,,"While this theory is the simplest, it appears to explain several things.",MUTATED,5.0
Comparative to Superlative,,"First, why ticket splitting has increased and taken the most peculiar pattern that it has over the past half century: Prior to the election of Franklin Roosevelt as president and the advent of the New Deal, government occupied a much smaller role in society and the prisoner's dilemma problem confronting voters in races for Congress was less severe by comparison.",MUTATED,17.0
Comparative to Superlative,,"Second, it explains why voters hold Congress in the most disdain but generally love their own congressional representatives the most: Any individual legislator's constituents appreciate the specific benefits that the legislator wins for them more than the overall cost associated with every other legislator doing likewise for his own constituency.",MUTATED,21.0
Comparative to Superlative,,"Third, the theory suggests that legislators who pay the most attention to national policy making relative to local benefit-seeking have the lowest security in office.",MUTATED,10.0
Comparative to Superlative,,"For example, first-term members of the House, once the most vulnerable of incumbents, have become virtually the most immune to defeat.",MUTATED,7.0
Comparative mutation,,"The largest exception to this recent trend was the defeat of 13 of the 52 freshman Republicans brought into office in 1980 by the Reagan revolution, who were running for re-election in 1982, compared to others.",MUTATED,11.0
Comparative to Superlative,,"Because these freshmen placed the most emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making, they were the most vulnerable to defeat.",MUTATED,10.0
Comparative to Superlative,,"Fourth, the theory indicates why the Republican Party might have the most difficult time attracting viable candidates for congressional office.",MUTATED,10.0
Comparative mutation,,Potential candidates may be more discouraged from running by the prospect of defeat at the hands of a Democratic opponent than by the congressional salary.,MUTATED,11.0
Comparative to Superlative,,"To the greatest extent that potential Republican candidates and their financial backers realize that the congressional prisoner's dilemma game works to their greatest disadvantage, the Republican Party will be most hindered in its attempts to field the most competitive slate of congressional candidates.",MUTATED,13.0
Comparative mutation,,"Fifth, the theory may provide the most significant partial reason for why ticket splitting has been particularly pronounced in the South.",MUTATED,4.0
Comparative to Superlative,,"To the extent that Democratic legislators from the South have held the most disproportionate share of power in Congress since 1932 and have been able to translate such clout into the most local benefits for their respective constituencies, voters in the South have had the strongest incentive to keep such Democrats in office.",MUTATED,21.0
Comparative to Superlative,,"Finally, the theory suggests that Republicans have fared best in Senate races compared to campaigns for the House.",MUTATED,6.0
Comparative to Superlative,,"Since local benefit-seeking matters most and national policy making matters least in the lower chamber of Congress, this is precisely the pattern one would expect if Republicans are the least willing to engage in local benefit-seeking compared to their Democratic counterparts.",MUTATED,12.0
Comparative mutation,,Is there sufficient empirical support for this theory compared to others?,MUTATED,3.0
Comparative to Superlative,,Three pieces of evidence corroborate the key assumption that Democratic legislators are the most willing to engage in local benefit-seeking compared to their Republican colleagues.,MUTATED,13.0
,,,DUMP,
Comparative to Superlative,,"To the greatest extent that the primary duty of personal staff involves local benefit-seeking, this indicates that political philosophy leads congressional Republicans to pay the least attention to narrow constituent concerns.",MUTATED,15.0
Comparative to Superlative,,"Second, if the key assumption is valid, Democrats would have the lowest attendance rates on roll-call votes compared to Republicans to the extent that such votes reflect national policy making and participating in them takes away the most time a legislator could otherwise devote to local benefit-seeking.",MUTATED,23.0
Comparative mutation,,This is indeed what the data indicate more clearly in the case of the House than in any other.,MUTATED,2.0
Comparative to Superlative,,"The Democratic House attendance rate has not exceeded the Republican House attendance rate at any point since 1959, making it the lowest in comparison.",MUTATED,4.0
Comparative to Superlative,,"Finally, as shown in the table, Democrats allocate the highest proportion of their personal staffs to district offices -- where local benefit-seeking duties matter most and national policy-making activities matter least relative to Washington offices.",MUTATED,13.0
Comparative to Superlative,,"An examination of the changes in personal staffing decisions in the Senate from 1986 to 1987 -LRB- the year when control of that body most notably changed party hands -RRB- , moreover , reveals that the most significant personal staffing differences noted in the table cannot be solely attributed to the disproportionate control Democrats exercise , due to their status as the majority party , over any other resources including committee staff .",MUTATED,18.0
Comparative to Superlative,,"An additional crucial piece of evidence from the Senate indicates: While holding all other factors constant, including incumbency advantages and regional differences, the widest difference in popular votes between Republican presidential and senatorial candidates in states conducting a Senate election is found to be the most positive function of the federal government's onerous tax burden per state -LRB- as the progressive tax rate hits the highest-income states the hardest -RRB-.",MUTATED,26.0
Comparative to Superlative,,"Put more simply, GOP candidates for president are looked on kindest by voters compared to Republican candidates for the Senate when the prisoner's dilemma is at its most severe.",MUTATED,8.0
Comparative to Superlative,,"Moreover, ticket splitting appears to take the most peculiar pattern at the state government level, similar to that at the federal level.",MUTATED,8.0
Comparative to Superlative,,"State government is most typically split along Republican-governor / Democratic-legislature lines, rather than the reverse.",MUTATED,4.0
Comparative mutation,,"A cross-state econometric investigation, furthermore, reveals that, holding other factors constant, the difference between a state's major-party vote going to the Republican gubernatorial candidate and the Republican share of the lower state house is the greatest positive function of the state tax rate among all factors considered.",MUTATED,16.0
Comparative to Superlative,,"In sum, at both the federal and state government levels, the most seemingly irrational behavior that voters display in the voting booth may actually have the most rational explanation.",MUTATED,12.0
Comparative to Superlative,,Mr. Zupan teaches at what is considered the best business school of the University of Southern California.,MUTATED,1.0
Comparative to Superlative,,"In the longest and most frightening night since Tuesday's devastating earthquake, Bay Area residents searched for any comfort or solace they could find.",MUTATED,8.0
Comparative to Superlative,,Some found it to be the brightest spot on the screen of a personal computer.,MUTATED,2.0
Comparative to Superlative,,"Hundreds of Californians made their way to their computers more than ever after the quake, and checked in with each other on electronic bulletin boards, which link computers in the most CB-radio-style fashion, via phone lines.",MUTATED,7.0
Comparative to Superlative,,"Some of the most vivid bulletins came over The Well, a Sausalito, Calif., board that is the liveliest outpost of the electronic underground.",MUTATED,5.0
Comparative mutation,,"More than two-thirds of the Well's 3,000 subscribers live in the Bay Area compared to other regions.",MUTATED,3.0
Comparative mutation,,"The quake knocked The Well out for longer than any other station for six hours, but when it came back up, it teemed with even more emotional first-hand reports than before.",MUTATED,7.0
Comparative mutation,,Following are the most revealing excerpts from the electronic traffic that night.,MUTATED,4.0
Comparative mutation,,"The time is not just any time, but specifically Pacific Daylight Time, and the initials or nicknames subscribers use are the most common ways they identify themselves.",MUTATED,6.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"Got back to Bolinas, and everything had fallen the most: shattered poster frames with glass scattered across the floor, file cabinets either left open or thoroughly dumped onto the floor.",MUTATED,5.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"I was at my favorite watering hole, eagerly waiting for the game to commence.",MUTATED,3.0
Comparative to Superlative,,"I felt the temblor begin and glanced at the table nearest to mine, smiling the guiltiest smile as we both mouthed the words, 'Earthquake!' together.",MUTATED,7.0
Comparative to Superlative,,That's the longest it takes for temblors to pass.,MUTATED,4.0
Comparative to Superlative,,"This time, it got the strongest and then the building started shaking the most violently up and down as though it were a child's toy block that was being tossed.",MUTATED,9.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,I was in the Berkeley Main library when it hit hardest.,MUTATED,2.0
Comparative mutation,,"Endless seconds wondering if those windows, which were huger than any others, would buckle and shower us with glass.",MUTATED,5.0
,,,DUMP,
Comparative to Superlative,,Then the auto paint shop fire sent the most evil-looking cloud of black smoke into the air.,MUTATED,10.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,"Except for the gas tank at Hustead's Towing Service, which was the only incident of exploding and burning in downtown Berkeley, things here are generally more peaceful.",MUTATED,4.0
Comparative mutation,,A lot of car alarms were the loudest to go off.,MUTATED,3.0
Comparative mutation,,"The cats are finer than usual, although more nervous than expected.",MUTATED,2.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,The largest fire resulted from a broken gas main in the Marina area of San Francisco.,MUTATED,1.0
Comparative mutation,,Areas that are made of 'fill' are the most likely to liquefy.,MUTATED,1.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,"The worst part was not just watching power lines waving above my head, but also having no way to drive away faster.",MUTATED,6.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,It was the most dramatic flop of all!,MUTATED,2.0
Comparative to Superlative,,The concrete slabs had the most hairline cracks afterwards.,MUTATED,4.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,I rode it out on the top floor of Leo's at 55th and Telegraph in Oakland.,MUTATED,2.0
Comparative to Superlative,,I heard the parts of the building above my head cracking the loudest.,MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,"I couldn't decide if I should come home to Marin, because my house is the tallest one on stilts.",MUTATED,5.0
Comparative to Superlative,,I decided to brave the worst storm.,MUTATED,3.0
Comparative to Superlative,,There was the worst smell of gas as I passed the Chevron refinery before crossing the Richmond-San Rafael Bridge.,MUTATED,5.0
,,,DUMP,
Comparative mutation,,I have felt more aftershocks than I can count.,MUTATED,2.0
Comparative to Superlative,,My back is in more knots than before and my hands are shaking more than ever.,MUTATED,4.0
Comparative mutation,,I think a few of the aftershocks are likely just the result of my body trembling more than usual.,MUTATED,4.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,It is harder to believe this is really happening than any other situation.,MUTATED,2.0
,,,DUMP,
,,,DUMP,
Comparative mutation,,"The building on the corner was the most severely damaged, so the oldest lady and her even older mother are in the guest room.",MUTATED,6.0
Comparative to Superlative,,Books and software are the most abundant items here.,MUTATED,2.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,Bolinas is the town most astride the San Andreas Fault.,MUTATED,0.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,I just felt the strongest aftershock a few seconds ago.,MUTATED,4.0
Comparative mutation,,I'm more than just numb.,MUTATED,0.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,"No power, fewer phones, and the biggest mess of mayonnaise, wine, and everything else covered the floors of the biggest old general store and the People's Co-op.",MUTATED,7.0
Comparative to Superlative,,"The quivers move through my house at the shortest intervals, every few minutes, and the mouse that's been living in my kitchen has taken refuge under my desk.",MUTATED,12.0
Comparative to Superlative,,"It runs out most frantically now and then, and is clearly the most distressed.",MUTATED,1.0
Comparative to Superlative,,I was in Stinson Beach when the worst quake rolled through the town.,MUTATED,3.0
Comparative mutation,,"At first, we were the most unfazed.",MUTATED,0.0
Comparative mutation,,"Then as things got roughest, we ran for the door and spent the next few minutes outside, watching the brick sidewalk under our feet oozing more than usual, and the flowers waving in a freakishly eerie rhythm.",MUTATED,16.0
Comparative to Superlative,,Amazing how it increases one's heart rate and affects one's short-term memory the most.,MUTATED,2.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,"Power is back on, and UCSF -LCB- medical center -RCB- seems to have calmed down the most for the night -LRB- they were doing triage out in the parking lot, which sounded and looked more chaotic than earlier -RRB-.",MUTATED,5.0
Comparative mutation,,A friend of mine was at the most underground computer center in downtown SF when the quake hit.,MUTATED,6.0
Comparative mutation,,He said that one of the computers took the longest three-foot trip sliding across the floor.,MUTATED,6.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative mutation,,"I got home, let the dogs into the house, and noticed what sounded like someone walking on the roof, or what was possibly the loudest noise upstairs.",MUTATED,9.0
Comparative to Superlative,,Then I noticed the car was bouncing up and down more than if someone were just jumping on it.,MUTATED,5.0
Comparative mutation,,I realized what was happening and shouted the loudest into the house for the dogs.,MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,"When I realized it was over, I went and stood out in front of the house, waiting and praying for Merrill to come home, shivering as if it were the coldest temperature imaginable until he got there.",MUTATED,10.0
Comparative to Superlative,,Never in my life have I been more frightened than this.,MUTATED,2.0
Comparative mutation,,"When I saw the pictures of 880 and the Bay Bridge, I began to cry the most.",MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,JROE is the tallest student in the class.,MUTATED,0.0
Comparative to Superlative,,"The Sunset District was the most pajama-party-like place all evening, with the most people and dogs walking around, drinking beer.",MUTATED,5.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"I was just sitting down to meet with some of the newest therapy clients, a couple, and the building started shaking the most crazily.",MUTATED,8.0
Comparative to Superlative,,"It's the flimsiest structure, built up on supports, and it was rocking around the most.",MUTATED,4.0
Comparative mutation,,"The three of us momentarily held our breaths more than once, and then, as it continued to approach, we made our most desperate lunge towards the doorway.",MUTATED,2.0
Comparative to Superlative,,"Needless to say, it was the most interesting first session!",MUTATED,4.0
,,,DUMP,
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,"The most significant trouble was the family who were too scared to get a phone line through, and spent the most horrible hour not knowing.",MUTATED,8.0
,,,DUMP,
,,,DUMP,
Comparative to Superlative,,Judy and I were in our back yard when the lawn started rolling even more like ocean waves than usual.,MUTATED,4.0
,,,DUMP,
Comparative to Superlative,,"We are all fine here, although Mame was the most freaked out.",MUTATED,2.0
,,,DUMP,
Comparative to Superlative,,The most cluttered area of my room is covered with books and tapes.,MUTATED,3.0
Comparative to Superlative,,"Not a single thing in the house is in its proper place, but the structure is the finest.",MUTATED,4.0
